<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
JNJ.US,5,20240507,205500,148.73,148.76,148.7,148.72,37506,0
JNJ.US,5,20240507,210000,148.72,148.83,148.71,148.7736,54858,0
JNJ.US,5,20240507,210500,148.76,148.768,148.68,148.72,36827,0
JNJ.US,5,20240507,211000,148.71,148.78,148.71,148.75,24070,0
JNJ.US,5,20240507,211500,148.74,148.8,148.7,148.72,38947,0
JNJ.US,5,20240507,212000,148.72,148.765,148.615,148.615,31659,0
JNJ.US,5,20240507,212500,148.615,148.76,148.605,148.67,37368,0
JNJ.US,5,20240507,213000,148.68,148.715,148.63,148.65,82494,0
JNJ.US,5,20240507,213500,148.64,148.67,148.59,148.619,43503,0
JNJ.US,5,20240507,214000,148.62,148.69,148.59,148.62,79203,0
JNJ.US,5,20240507,214500,148.62,148.7,148.61,148.685,84887,0
JNJ.US,5,20240507,215000,148.69,148.91,148.51,148.54,233146,0
JNJ.US,5,20240507,215500,148.53,148.72,148.45,148.72,2023559,0
JNJ.US,5,20240508,153000,149.12,149.58,148.92,149.42,212049,0
JNJ.US,5,20240508,153500,149.4,149.73,149.3,149.54,142482,0
JNJ.US,5,20240508,154000,149.52,149.58,149.25,149.33,37024,0
JNJ.US,5,20240508,154500,149.34,149.51,149.19,149.5,25724,0
JNJ.US,5,20240508,155000,149.5,149.54,149.275,149.33,17883,0
JNJ.US,5,20240508,155500,149.34,149.35,149.11,149.29,50242,0
JNJ.US,5,20240508,160000,149.28,149.4,149.13,149.19,86094,0
JNJ.US,5,20240508,160500,149.22,149.255,149.05,149.15,24518,0
JNJ.US,5,20240508,161000,149.1478,149.42,149.07,149.35,132661,0
JNJ.US,5,20240508,161500,149.35,149.5,149.1177,149.16,59620,0
JNJ.US,5,20240508,162000,149.15,149.15,148.81,148.96,36531,0
JNJ.US,5,20240508,162500,149,149.01,148.88,148.95,18366,0
JNJ.US,5,20240508,163000,148.95,148.985,148.9,148.965,18767,0
JNJ.US,5,20240508,163500,148.965,149.015,148.9,148.92,31706,0
JNJ.US,5,20240508,164000,148.92,148.92,148.76,148.8999,24978,0
JNJ.US,5,20240508,164500,148.9,148.93,148.82,148.84,23142,0
JNJ.US,5,20240508,165000,148.84,148.92,148.84,148.9,22921,0
JNJ.US,5,20240508,165500,148.9,148.98,148.87,148.97,33539,0
JNJ.US,5,20240508,170000,148.97,148.99,148.87,148.89,34631,0
JNJ.US,5,20240508,170500,148.89,148.97,148.85,148.85,19852,0
JNJ.US,5,20240508,171000,148.84,148.93,148.832,148.8803,19903,0
JNJ.US,5,20240508,171500,148.9,149.105,148.84,148.97,134560,0
JNJ.US,5,20240508,172000,148.975,149.085,148.975,149.065,13153,0
JNJ.US,5,20240508,172500,149.095,149.11,148.96,148.96,23563,0
JNJ.US,5,20240508,173000,148.96,149.0702,148.94,149.04,34817,0
JNJ.US,5,20240508,173500,149.0499,149.22,148.98,149.18,84095,0
JNJ.US,5,20240508,174000,149.17,149.2046,149.06,149.1857,83955,0
JNJ.US,5,20240508,174500,149.18,149.33,149.15,149.215,82181,0
JNJ.US,5,20240508,175000,149.2,149.3,149.12,149.14,46075,0
JNJ.US,5,20240508,175500,149.145,149.2702,149.1331,149.18,44231,0
JNJ.US,5,20240508,180000,149.205,149.24,149.1551,149.19,26528,0
JNJ.US,5,20240508,180500,149.19,149.2,149.07,149.13,11608,0
JNJ.US,5,20240508,181000,149.18,149.18,149.06,149.12,23463,0
JNJ.US,5,20240508,181500,149.13,149.13,149.04,149.07,23766,0
JNJ.US,5,20240508,182000,149.06,149.1,148.99,149.0699,66937,0
JNJ.US,5,20240508,182500,149.06,149.06,148.948,148.99,14920,0
JNJ.US,5,20240508,183000,148.99,148.99,148.8988,148.91,25853,0
JNJ.US,5,20240508,183500,148.901,148.9642,148.901,148.94,15616,0
JNJ.US,5,20240508,184000,148.95,149.015,148.9434,149,28752,0
JNJ.US,5,20240508,184500,149,149.08,148.9634,148.9634,52670,0
JNJ.US,5,20240508,185000,148.985,149.03,148.94,149,39261,0
JNJ.US,5,20240508,185500,149.01,149.05,148.93,148.99,22663,0
JNJ.US,5,20240508,190000,148.9946,149.05,148.97,149.0136,26851,0
JNJ.US,5,20240508,190500,149.01,149.01,148.96,149,14440,0
JNJ.US,5,20240508,191000,149,149.03,148.96,149.02,23925,0
JNJ.US,5,20240508,191500,149.02,149.11,149,149,51247,0
JNJ.US,5,20240508,192000,149.005,149.04,148.965,148.99,18083,0
JNJ.US,5,20240508,192500,149,149.01,148.91,148.9337,18437,0
JNJ.US,5,20240508,193000,148.93,148.96,148.88,148.92,23648,0
JNJ.US,5,20240508,193500,148.9126,149,148.91,148.975,9683,0
JNJ.US,5,20240508,194000,148.98,149.04,148.96,149.03,24867,0
JNJ.US,5,20240508,194500,149.03,149.13,149,149.08,39178,0
JNJ.US,5,20240508,195000,149.08,149.14,149.06,149.07,31756,0
JNJ.US,5,20240508,195500,149.075,149.1199,149.06,149.08,20592,0
JNJ.US,5,20240508,200000,149.09,149.12,149.04,149.04,100815,0
JNJ.US,5,20240508,200500,149.04,149.18,149.04,149.11,149187,0
JNJ.US,5,20240508,201000,149.105,149.235,149.105,149.205,119230,0
JNJ.US,5,20240508,201500,149.21,149.22,149.11,149.11,34369,0
JNJ.US,5,20240508,202000,149.12,149.14,149.0423,149.0423,26704,0
JNJ.US,5,20240508,202500,149.05,149.14,149.04,149.09,23552,0
JNJ.US,5,20240508,203000,149.0803,149.12,149.03,149.04,30426,0
JNJ.US,5,20240508,203500,149.04,149.04,148.9481,149.005,27668,0
JNJ.US,5,20240508,204000,149.01,149.02,148.85,148.89,33990,0
JNJ.US,5,20240508,204500,148.895,148.93,148.87,148.88,25951,0
JNJ.US,5,20240508,205000,148.88,148.91,148.86,148.89,24519,0
JNJ.US,5,20240508,205500,148.89,148.9499,148.82,148.8347,76817,0
JNJ.US,5,20240508,210000,148.83,148.835,148.74,148.78,34012,0
JNJ.US,5,20240508,210500,148.78,148.8097,148.7,148.8097,31346,0
JNJ.US,5,20240508,211000,148.81,148.97,148.81,148.97,25263,0
JNJ.US,5,20240508,211500,148.97,149.09,148.9,148.99,203975,0
JNJ.US,5,20240508,212000,148.985,149.03,148.965,148.9957,41996,0
JNJ.US,5,20240508,212500,149,149.05,148.9856,148.99,55879,0
JNJ.US,5,20240508,213000,149,149.03,148.97,149.01,38104,0
JNJ.US,5,20240508,213500,149.01,149.03,148.96,148.985,53904,0
JNJ.US,5,20240508,214000,148.98,149.01,148.95,148.96,40722,0
JNJ.US,5,20240508,214500,148.965,149.04,148.96,149.01,132781,0
JNJ.US,5,20240508,215000,149.01,149.04,148.97,148.985,158979,0
JNJ.US,5,20240508,215500,148.99,149.04,148.91,148.95,1959003,0
JNJ.US,5,20240509,153000,148.98,149.44,148.89,149.01,140187,0
JNJ.US,5,20240509,153500,148.98,149.26,148.93,149.09,93257,0
JNJ.US,5,20240509,154000,149.08,149.34,149.04,149.26,49832,0
JNJ.US,5,20240509,154500,149.26,149.48,149.23,149.465,44711,0
JNJ.US,5,20240509,155000,149.48,149.625,149.465,149.52,78030,0
JNJ.US,5,20240509,155500,149.5305,149.77,149.5,149.77,40791,0
JNJ.US,5,20240509,160000,149.77,149.9,149.71,149.84,53187,0
JNJ.US,5,20240509,160500,149.8001,149.9899,149.77,149.975,55365,0
JNJ.US,5,20240509,161000,149.96,150.09,149.92,150.07,124361,0
JNJ.US,5,20240509,161500,150.07,150.07,149.96,149.99,30529,0
JNJ.US,5,20240509,162000,149.98,150.04,149.92,150.02,55380,0
JNJ.US,5,20240509,162500,150.02,150.1,150.005,150.055,44589,0
JNJ.US,5,20240509,163000,150.06,150.06,149.86,149.865,37101,0
JNJ.US,5,20240509,163500,149.87,149.99,149.85,149.94,31834,0
JNJ.US,5,20240509,164000,149.94,150,149.86,149.92,31694,0
JNJ.US,5,20240509,164500,149.93,149.99,149.9,149.98,18457,0
JNJ.US,5,20240509,165000,149.97,149.99,149.92,149.97,19107,0
JNJ.US,5,20240509,165500,149.96,150,149.92,149.9742,27532,0
JNJ.US,5,20240509,170000,149.98,150.04,149.871,149.9,89085,0
JNJ.US,5,20240509,170500,149.91,149.91,149.73,149.76,36873,0
JNJ.US,5,20240509,171000,149.77,149.82,149.72,149.77,17661,0
JNJ.US,5,20240509,171500,149.78,149.8,149.69,149.76,24122,0
JNJ.US,5,20240509,172000,149.77,149.77,149.69,149.72,24009,0
JNJ.US,5,20240509,172500,149.73,149.76,149.66,149.67,23151,0
JNJ.US,5,20240509,173000,149.66,149.69,149.49,149.5,38742,0
JNJ.US,5,20240509,173500,149.5,149.51,149.46,149.5,23654,0
JNJ.US,5,20240509,174000,149.5,149.51,149.43,149.48,23334,0
JNJ.US,5,20240509,174500,149.48,149.51,149.42,149.44,29702,0
JNJ.US,5,20240509,175000,149.4274,149.48,149.38,149.46,22632,0
JNJ.US,5,20240509,175500,149.47,149.49,149.39,149.44,44715,0
JNJ.US,5,20240509,180000,149.4274,149.49,149.405,149.4221,59500,0
JNJ.US,5,20240509,180500,149.43,149.49,149.385,149.442,28413,0
JNJ.US,5,20240509,181000,149.46,149.485,149.44,149.45,13255,0
JNJ.US,5,20240509,181500,149.46,149.5,149.4402,149.5,33931,0
JNJ.US,5,20240509,182000,149.5,149.5,149.44,149.49,45673,0
JNJ.US,5,20240509,182500,149.4914,149.54,149.46,149.49,29435,0
JNJ.US,5,20240509,183000,149.5,149.57,149.47,149.5065,44583,0
JNJ.US,5,20240509,183500,149.52,149.555,149.48,149.48,22083,0
JNJ.US,5,20240509,184000,149.48,149.5099,149.45,149.49,21860,0
JNJ.US,5,20240509,184500,149.5,149.54,149.49,149.525,46546,0
JNJ.US,5,20240509,185000,149.52,149.6434,149.52,149.62,29524,0
JNJ.US,5,20240509,185500,149.61,149.6256,149.59,149.62,18716,0
JNJ.US,5,20240509,190000,149.62,149.74,149.61,149.7354,28621,0
JNJ.US,5,20240509,190500,149.74,149.76,149.6209,149.63,40509,0
JNJ.US,5,20240509,191000,149.64,149.715,149.64,149.7,13648,0
JNJ.US,5,20240509,191500,149.71,149.76,149.69,149.73,36167,0
JNJ.US,5,20240509,192000,149.74,149.8,149.74,149.75,24675,0
JNJ.US,5,20240509,192500,149.74,149.77,149.71,149.745,33436,0
JNJ.US,5,20240509,193000,149.74,149.745,149.62,149.62,77385,0
JNJ.US,5,20240509,193500,149.63,149.7,149.605,149.67,43911,0
JNJ.US,5,20240509,194000,149.675,149.68,149.55,149.62,69745,0
JNJ.US,5,20240509,194500,149.63,149.64,149.61,149.62,24336,0
JNJ.US,5,20240509,195000,149.62,149.64,149.55,149.59,40322,0
JNJ.US,5,20240509,195500,149.582,149.66,149.54,149.64,25208,0
JNJ.US,5,20240509,200000,149.64,149.647,149.5,149.54,89728,0
JNJ.US,5,20240509,200500,149.54,149.57,149.48,149.49,26069,0
JNJ.US,5,20240509,201000,149.49,149.5,149.36,149.3962,41096,0
JNJ.US,5,20240509,201500,149.38,149.47,149.38,149.416,27254,0
JNJ.US,5,20240509,202000,149.415,149.45,149.39,149.44,22994,0
JNJ.US,5,20240509,202500,149.43,149.5093,149.43,149.5,17442,0
JNJ.US,5,20240509,203000,149.5,149.51,149.46,149.475,24167,0
JNJ.US,5,20240509,203500,149.47,149.55,149.47,149.55,31611,0
JNJ.US,5,20240509,204000,149.55,149.66,149.535,149.63,18467,0
JNJ.US,5,20240509,204500,149.62,149.62,149.53,149.545,35952,0
JNJ.US,5,20240509,205000,149.545,149.585,149.535,149.565,25632,0
JNJ.US,5,20240509,205500,149.57,149.59,149.55,149.59,34026,0
JNJ.US,5,20240509,210000,149.59,149.615,149.49,149.53,40662,0
JNJ.US,5,20240509,210500,149.5375,149.58,149.5,149.505,49986,0
JNJ.US,5,20240509,211000,149.51,149.59,149.485,149.59,29197,0
JNJ.US,5,20240509,211500,149.6,149.64,149.54,149.58,62458,0
JNJ.US,5,20240509,212000,149.575,149.66,149.57,149.63,42665,0
JNJ.US,5,20240509,212500,149.63,149.66,149.605,149.66,47875,0
JNJ.US,5,20240509,213000,149.66,149.68,149.6,149.64,52333,0
JNJ.US,5,20240509,213500,149.645,149.66,149.56,149.635,61877,0
JNJ.US,5,20240509,214000,149.6432,149.755,149.605,149.74,57573,0
JNJ.US,5,20240509,214500,149.74,149.86,149.62,149.63,117744,0
JNJ.US,5,20240509,215000,149.63,149.85,149.63,149.63,187097,0
JNJ.US,5,20240509,215500,149.62,149.91,149.62,149.85,1646458,0
JNJ.US,5,20240510,153000,150,150.09,149.53,149.68,142148,0
JNJ.US,5,20240510,153500,149.65,150.08,149.65,150.075,97888,0
JNJ.US,5,20240510,154000,150.08,150.09,149.43,149.455,39022,0
JNJ.US,5,20240510,154500,149.48,149.5977,149.34,149.34,56504,0
JNJ.US,5,20240510,155000,149.36,149.5541,149.36,149.525,46371,0
JNJ.US,5,20240510,155500,149.515,149.59,149.48,149.505,30539,0
JNJ.US,5,20240510,160000,149.48,149.57,149.43,149.45,35039,0
JNJ.US,5,20240510,160500,149.46,149.57,149.45,149.4734,28647,0
JNJ.US,5,20240510,161000,149.46,149.8327,149.46,149.76,65372,0
JNJ.US,5,20240510,161500,149.74,149.77,149.48,149.5625,37885,0
JNJ.US,5,20240510,162000,149.57,149.6,149.49,149.54,35896,0
JNJ.US,5,20240510,162500,149.55,149.5591,149.42,149.46,42823,0
JNJ.US,5,20240510,163000,149.47,149.5,149.37,149.39,54908,0
JNJ.US,5,20240510,163500,149.38,149.39,149.22,149.22,49988,0
JNJ.US,5,20240510,164000,149.25,149.49,149.21,149.49,55912,0
JNJ.US,5,20240510,164500,149.48,149.7,149.4,149.67,25947,0
JNJ.US,5,20240510,165000,149.67,149.7,149.49,149.51,27092,0
JNJ.US,5,20240510,165500,149.5,149.56,149.41,149.4875,47771,0
JNJ.US,5,20240510,170000,149.49,149.58,149.32,149.39,42515,0
JNJ.US,5,20240510,170500,149.42,149.44,149.29,149.3,32186,0
JNJ.US,5,20240510,171000,149.29,149.39,149.27,149.37,22496,0
JNJ.US,5,20240510,171500,149.4,149.415,149.24,149.2417,22569,0
JNJ.US,5,20240510,172000,149.245,149.44,149.19,149.33,35100,0
JNJ.US,5,20240510,172500,149.35,149.4085,149.34,149.3625,21263,0
JNJ.US,5,20240510,173000,149.36,149.5,149.35,149.47,52435,0
JNJ.US,5,20240510,173500,149.46,149.52,149.4101,149.45,106582,0
JNJ.US,5,20240510,174000,149.4438,149.47,149.3945,149.3945,29568,0
JNJ.US,5,20240510,174500,149.38,149.51,149.38,149.4988,22613,0
JNJ.US,5,20240510,175000,149.5,149.5975,149.485,149.53,39273,0
JNJ.US,5,20240510,175500,149.54,149.59,149.475,149.5442,59675,0
JNJ.US,5,20240510,180000,149.54,149.56,149.49,149.5,59218,0
JNJ.US,5,20240510,180500,149.5,149.51,149.34,149.375,36045,0
JNJ.US,5,20240510,181000,149.3763,149.49,149.37,149.49,17614,0
JNJ.US,5,20240510,181500,149.49,149.53,149.47,149.5,21625,0
JNJ.US,5,20240510,182000,149.51,149.51,149.38,149.38,18283,0
JNJ.US,5,20240510,182500,149.4,149.5,149.4,149.43,24087,0
JNJ.US,5,20240510,183000,149.44,149.52,149.44,149.505,23208,0
JNJ.US,5,20240510,183500,149.4931,149.55,149.48,149.5201,21316,0
JNJ.US,5,20240510,184000,149.53,149.56,149.48,149.51,48960,0
JNJ.US,5,20240510,184500,149.52,149.53,149.49,149.5,25185,0
JNJ.US,5,20240510,185000,149.5,149.6199,149.5,149.595,16046,0
JNJ.US,5,20240510,185500,149.6,149.61,149.49,149.5056,17859,0
JNJ.US,5,20240510,190000,149.5,149.58,149.5,149.52,32833,0
JNJ.US,5,20240510,190500,149.52,149.53,149.48,149.5,23479,0
JNJ.US,5,20240510,191000,149.5001,149.53,149.48,149.49,31966,0
JNJ.US,5,20240510,191500,149.5,149.5258,149.47,149.51,11191,0
JNJ.US,5,20240510,192000,149.505,149.51,149.44,149.49,21782,0
JNJ.US,5,20240510,192500,149.47,149.51,149.45,149.49,14500,0
JNJ.US,5,20240510,193000,149.495,149.525,149.45,149.46,22718,0
JNJ.US,5,20240510,193500,149.465,149.49,149.4401,149.49,14328,0
JNJ.US,5,20240510,194000,149.5,149.51,149.475,149.48,26039,0
JNJ.US,5,20240510,194500,149.5,149.51,149.3875,149.39,12682,0
JNJ.US,5,20240510,195000,149.39,149.44,149.34,149.39,26612,0
JNJ.US,5,20240510,195500,149.4,149.5,149.38,149.48,19457,0
JNJ.US,5,20240510,200000,149.49,149.51,149.465,149.4781,24773,0
JNJ.US,5,20240510,200500,149.4639,149.5178,149.46,149.4846,22573,0
JNJ.US,5,20240510,201000,149.4788,149.52,149.47,149.485,19124,0
JNJ.US,5,20240510,201500,149.48,149.51,149.48,149.5,27117,0
JNJ.US,5,20240510,202000,149.5,149.5,149.42,149.435,24161,0
JNJ.US,5,20240510,202500,149.435,149.46,149.39,149.46,27241,0
JNJ.US,5,20240510,203000,149.46,149.46,149.39,149.4,72646,0
JNJ.US,5,20240510,203500,149.41,149.41,149.35,149.36,28997,0
JNJ.US,5,20240510,204000,149.365,149.43,149.345,149.42,47003,0
JNJ.US,5,20240510,204500,149.425,149.51,149.38,149.46,48152,0
JNJ.US,5,20240510,205000,149.46,149.52,149.46,149.475,18219,0
JNJ.US,5,20240510,205500,149.4726,149.53,149.45,149.5,20279,0
JNJ.US,5,20240510,210000,149.5,149.515,149.46,149.5,79340,0
JNJ.US,5,20240510,210500,149.5,149.51,149.455,149.48,23028,0
JNJ.US,5,20240510,211000,149.48,149.51,149.46,149.4625,30237,0
JNJ.US,5,20240510,211500,149.465,149.61,149.465,149.6,45022,0
JNJ.US,5,20240510,212000,149.61,149.71,149.565,149.7,30536,0
JNJ.US,5,20240510,212500,149.69,149.7699,149.67,149.75,42711,0
JNJ.US,5,20240510,213000,149.75,149.78,149.648,149.7446,63832,0
JNJ.US,5,20240510,213500,149.745,149.82,149.72,149.82,39341,0
JNJ.US,5,20240510,214000,149.832,149.87,149.72,149.75,67075,0
JNJ.US,5,20240510,214500,149.76,149.79,149.67,149.68,77517,0
JNJ.US,5,20240510,215000,149.69,149.97,149.69,149.935,149498,0
JNJ.US,5,20240510,215500,149.94,150.03,149.88,149.91,1352464,0
JNJ.US,5,20240513,153000,150.04,150.5,149.875,150,223205,0
JNJ.US,5,20240513,153500,149.98,150.07,149.705,150.03,92294,0
JNJ.US,5,20240513,154000,150,150.4,150,150.19,53798,0
JNJ.US,5,20240513,154500,150.2,150.6,150.2,150.33,58662,0
JNJ.US,5,20240513,155000,150.34,150.58,150.32,150.58,27625,0
JNJ.US,5,20240513,155500,150.58,150.88,150.545,150.84,72918,0
JNJ.US,5,20240513,160000,150.85,150.94,150.63,150.68,42330,0
JNJ.US,5,20240513,160500,150.665,150.735,150.44,150.44,22799,0
JNJ.US,5,20240513,161000,150.425,150.48,150.35,150.39,24138,0
JNJ.US,5,20240513,161500,150.41,150.4948,150.32,150.39,25770,0
JNJ.US,5,20240513,162000,150.38,150.6099,150.37,150.56,13910,0
JNJ.US,5,20240513,162500,150.55,150.66,150.46,150.48,29811,0
JNJ.US,5,20240513,163000,150.46,150.59,150.44,150.56,19286,0
JNJ.US,5,20240513,163500,150.55,150.7,150.47,150.69,18043,0
JNJ.US,5,20240513,164000,150.67,150.88,150.67,150.88,14354,0
JNJ.US,5,20240513,164500,150.86,150.88,150.77,150.81,24605,0
JNJ.US,5,20240513,165000,150.82,150.8532,150.68,150.6939,16685,0
JNJ.US,5,20240513,165500,150.7,150.79,150.66,150.78,29840,0
JNJ.US,5,20240513,170000,150.78,150.82,150.66,150.7,23109,0
JNJ.US,5,20240513,170500,150.69,150.87,150.69,150.83,75990,0
JNJ.US,5,20240513,171000,150.82,150.915,150.77,150.82,29737,0
JNJ.US,5,20240513,171500,150.83,150.88,150.7303,150.7303,22336,0
JNJ.US,5,20240513,172000,150.73,150.85,150.73,150.7802,19455,0
JNJ.US,5,20240513,172500,150.79,150.8599,150.74,150.81,23841,0
JNJ.US,5,20240513,173000,150.81,150.81,150.65,150.65,18994,0
JNJ.US,5,20240513,173500,150.65,150.7,150.58,150.7,23748,0
JNJ.US,5,20240513,174000,150.71,150.79,150.69,150.71,20499,0
JNJ.US,5,20240513,174500,150.7078,150.84,150.69,150.8,31971,0
JNJ.US,5,20240513,175000,150.79,150.85,150.7,150.71,59877,0
JNJ.US,5,20240513,175500,150.71,150.74,150.63,150.6424,10869,0
JNJ.US,5,20240513,180000,150.64,150.675,150.55,150.56,22679,0
JNJ.US,5,20240513,180500,150.55,150.59,150.53,150.555,11507,0
JNJ.US,5,20240513,181000,150.56,150.615,150.5345,150.54,11989,0
JNJ.US,5,20240513,181500,150.54,150.5499,150.42,150.46,34191,0
JNJ.US,5,20240513,182000,150.47,150.62,150.45,150.58,30386,0
JNJ.US,5,20240513,182500,150.58,150.59,150.475,150.51,14638,0
JNJ.US,5,20240513,183000,150.51,150.54,150.475,150.54,34325,0
JNJ.US,5,20240513,183500,150.5295,150.5989,150.52,150.56,29830,0
JNJ.US,5,20240513,184000,150.55,150.575,150.52,150.555,19154,0
JNJ.US,5,20240513,184500,150.55,150.685,150.55,150.61,18510,0
JNJ.US,5,20240513,185000,150.605,150.61,150.56,150.61,9389,0
JNJ.US,5,20240513,185500,150.63,150.63,150.57,150.595,16193,0
JNJ.US,5,20240513,190000,150.59,150.59,150.44,150.5,20960,0
JNJ.US,5,20240513,190500,150.51,150.6045,150.5,150.55,11613,0
JNJ.US,5,20240513,191000,150.55,150.6122,150.54,150.59,10945,0
JNJ.US,5,20240513,191500,150.59,150.63,150.57,150.58,12539,0
JNJ.US,5,20240513,192000,150.575,150.61,150.42,150.43,109451,0
JNJ.US,5,20240513,192500,150.44,150.452,150.4,150.452,19898,0
JNJ.US,5,20240513,193000,150.45,150.5099,150.38,150.47,29166,0
JNJ.US,5,20240513,193500,150.48,150.56,150.445,150.53,15473,0
JNJ.US,5,20240513,194000,150.54,150.5726,150.48,150.5726,18114,0
JNJ.US,5,20240513,194500,150.56,150.58,150.42,150.44,13612,0
JNJ.US,5,20240513,195000,150.445,150.49,150.43,150.4474,17780,0
JNJ.US,5,20240513,195500,150.44,150.45,150.36,150.39,45188,0
JNJ.US,5,20240513,200000,150.39,150.41,150.25,150.26,26747,0
JNJ.US,5,20240513,200500,150.25,150.3556,150.25,150.33,23943,0
JNJ.US,5,20240513,201000,150.3288,150.375,150.3,150.34,13240,0
JNJ.US,5,20240513,201500,150.34,150.4,150.34,150.385,18816,0
JNJ.US,5,20240513,202000,150.3887,150.445,150.35,150.395,16934,0
JNJ.US,5,20240513,202500,150.4,150.55,150.395,150.5191,29932,0
JNJ.US,5,20240513,203000,150.53,150.65,150.52,150.65,40363,0
JNJ.US,5,20240513,203500,150.65,150.7,150.61,150.64,18617,0
JNJ.US,5,20240513,204000,150.64,150.68,150.64,150.655,15180,0
JNJ.US,5,20240513,204500,150.655,150.73,150.63,150.645,25938,0
JNJ.US,5,20240513,205000,150.65,150.68,150.59,150.6026,36702,0
JNJ.US,5,20240513,205500,150.6,150.675,150.6,150.66,33263,0
JNJ.US,5,20240513,210000,150.65,150.665,150.5,150.55,78648,0
JNJ.US,5,20240513,210500,150.55,150.59,150.505,150.5601,67408,0
JNJ.US,5,20240513,211000,150.56,150.69,150.54,150.66,24711,0
JNJ.US,5,20240513,211500,150.65,150.72,150.63,150.7,26813,0
JNJ.US,5,20240513,212000,150.7036,150.72,150.565,150.5789,25913,0
JNJ.US,5,20240513,212500,150.5764,150.61,150.521,150.57,19244,0
JNJ.US,5,20240513,213000,150.57,152,150.48,150.521,97637,0
JNJ.US,5,20240513,213500,150.53,150.79,150.53,150.7717,54025,0
JNJ.US,5,20240513,214000,150.785,150.79,150.71,150.76,44523,0
JNJ.US,5,20240513,214500,150.755,150.83,150.73,150.77,54582,0
JNJ.US,5,20240513,215000,150.78,151.14,150.75,151.14,100031,0
JNJ.US,5,20240513,215500,151.13,151.32,151.11,151.22,1276842,0
JNJ.US,5,20240514,153000,151.85,152.21,151.19,151.82,163859,0
JNJ.US,5,20240514,153500,151.73,151.88,151.5,151.815,30569,0
JNJ.US,5,20240514,154000,151.805,151.82,151.529,151.53,29893,0
JNJ.US,5,20240514,154500,151.5899,151.76,151.41,151.76,48067,0
JNJ.US,5,20240514,155000,151.745,151.88,151.64,151.75,32748,0
JNJ.US,5,20240514,155500,151.73,151.95,151.7,151.92,45619,0
JNJ.US,5,20240514,160000,151.925,152.12,151.87,151.99,45220,0
JNJ.US,5,20240514,160500,151.99,152.2,151.9,152.11,44013,0
JNJ.US,5,20240514,161000,152.14,152.17,151.96,151.985,27630,0
JNJ.US,5,20240514,161500,151.985,152.03,151.85,151.935,54000,0
JNJ.US,5,20240514,162000,151.93,151.935,151.71,151.79,35813,0
JNJ.US,5,20240514,162500,151.78,151.8435,151.66,151.7336,29174,0
JNJ.US,5,20240514,163000,151.71,151.72,151.58,151.68,14752,0
JNJ.US,5,20240514,163500,151.665,151.73,151.49,151.49,27637,0
JNJ.US,5,20240514,164000,151.49,151.51,151.38,151.51,28737,0
JNJ.US,5,20240514,164500,151.52,151.56,151.43,151.51,29828,0
JNJ.US,5,20240514,165000,151.5,151.65,151.48,151.495,24418,0
JNJ.US,5,20240514,165500,151.5,151.58,151.45,151.569,30307,0
JNJ.US,5,20240514,170000,151.58,151.59,151.33,151.36,20884,0
JNJ.US,5,20240514,170500,151.3616,151.3782,151.165,151.26,35145,0
JNJ.US,5,20240514,171000,151.27,151.36,151.13,151.25,37546,0
JNJ.US,5,20240514,171500,151.23,151.29,151.01,151.07,32721,0
JNJ.US,5,20240514,172000,151.06,151.105,151.03,151.0424,29822,0
JNJ.US,5,20240514,172500,151.05,151.1098,150.97,151.02,44915,0
JNJ.US,5,20240514,173000,151.015,151.04,150.8411,150.9,19688,0
JNJ.US,5,20240514,173500,150.9,150.93,150.83,150.85,30937,0
JNJ.US,5,20240514,174000,150.8495,150.86,150.76,150.7923,30353,0
JNJ.US,5,20240514,174500,150.7907,150.97,150.79,150.965,23886,0
JNJ.US,5,20240514,175000,150.956,150.975,150.87,150.93,12593,0
JNJ.US,5,20240514,175500,150.94,150.94,150.865,150.87,12256,0
JNJ.US,5,20240514,180000,150.88,150.95,150.87,150.95,16617,0
JNJ.US,5,20240514,180500,150.93,150.9402,150.87,150.914,14973,0
JNJ.US,5,20240514,181000,150.91,150.93,150.78,150.78,35475,0
JNJ.US,5,20240514,181500,150.785,150.82,150.7501,150.79,12509,0
JNJ.US,5,20240514,182000,150.79,150.885,150.78,150.8,13146,0
JNJ.US,5,20240514,182500,150.805,150.83,150.775,150.79,13993,0
JNJ.US,5,20240514,183000,150.805,150.8887,150.79,150.87,15092,0
JNJ.US,5,20240514,183500,150.87,150.89,150.81,150.83,17017,0
JNJ.US,5,20240514,184000,150.825,150.885,150.82,150.85,18362,0
JNJ.US,5,20240514,184500,150.86,150.97,150.86,150.91,15105,0
JNJ.US,5,20240514,185000,150.905,150.97,150.895,150.94,15276,0
JNJ.US,5,20240514,185500,150.94,150.98,150.92,150.97,18532,0
JNJ.US,5,20240514,190000,150.97,150.99,150.91,150.93,13516,0
JNJ.US,5,20240514,190500,150.93,150.94,150.83,150.89,32913,0
JNJ.US,5,20240514,191000,150.89,150.9,150.82,150.845,25390,0
JNJ.US,5,20240514,191500,150.85,150.96,150.81,150.94,20211,0
JNJ.US,5,20240514,192000,150.94,150.98,150.84,150.86,36739,0
JNJ.US,5,20240514,192500,150.84,150.84,150.74,150.8,18779,0
JNJ.US,5,20240514,193000,150.805,150.85,150.8,150.85,16834,0
