<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
JNJ.US,5,20240422,171000,149.17,149.24,149.09,149.18,43155,0
JNJ.US,5,20240422,171500,149.185,149.23,149,149.15,38418,0
JNJ.US,5,20240422,172000,149.15,149.29,149.12,149.18,46223,0
JNJ.US,5,20240422,172500,149.17,149.19,149.1,149.16,35921,0
JNJ.US,5,20240422,173000,149.18,149.23,149.035,149.09,49155,0
JNJ.US,5,20240422,173500,149.08,149.21,148.94,148.96,37860,0
JNJ.US,5,20240422,174000,148.94,148.99,148.78,148.95,40983,0
JNJ.US,5,20240422,174500,148.96,149.05,148.89,149.03,33447,0
JNJ.US,5,20240422,175000,149.04,149.19,148.99,149.17,48113,0
JNJ.US,5,20240422,175500,149.19,149.35,149.17,149.19,37488,0
JNJ.US,5,20240422,180000,149.18,149.36,149.16,149.32,48905,0
JNJ.US,5,20240422,180500,149.315,149.4,149.3,149.38,36608,0
JNJ.US,5,20240422,181000,149.38,149.4,149.28,149.28,66537,0
JNJ.US,5,20240422,181500,149.28,149.38,149.22,149.33,53262,0
JNJ.US,5,20240422,182000,149.32,149.38,149.25,149.31,64799,0
JNJ.US,5,20240422,182500,149.31,149.31,149.2,149.22,39842,0
JNJ.US,5,20240422,183000,149.22,149.3,149.19,149.25,42329,0
JNJ.US,5,20240422,183500,149.26,149.44,149.26,149.38,58501,0
JNJ.US,5,20240422,184000,149.38,149.46,149.33,149.44,50306,0
JNJ.US,5,20240422,184500,149.45,149.57,149.44,149.57,38741,0
JNJ.US,5,20240422,185000,149.58,149.64,149.56,149.59,37331,0
JNJ.US,5,20240422,185500,149.58,149.79,149.55,149.7329,74559,0
JNJ.US,5,20240422,190000,149.72,149.75,149.66,149.74,39132,0
JNJ.US,5,20240422,190500,149.725,149.77,149.66,149.68,29898,0
JNJ.US,5,20240422,191000,149.68,149.69,149.54,149.58,38464,0
JNJ.US,5,20240422,191500,149.59,149.665,149.5556,149.63,41143,0
JNJ.US,5,20240422,192000,149.635,149.67,149.53,149.64,41828,0
JNJ.US,5,20240422,192500,149.63,149.765,149.6201,149.72,49390,0
JNJ.US,5,20240422,193000,149.73,149.74,149.535,149.66,55372,0
JNJ.US,5,20240422,193500,149.67,149.72,149.61,149.67,37912,0
JNJ.US,5,20240422,194000,149.67,149.72,149.66,149.68,38420,0
JNJ.US,5,20240422,194500,149.68,149.81,149.68,149.79,35964,0
JNJ.US,5,20240422,195000,149.8,150.01,149.8,149.98,69687,0
JNJ.US,5,20240422,195500,149.99,150.0353,149.88,150.01,63050,0
JNJ.US,5,20240422,200000,150.01,150.075,149.97,150.02,53115,0
JNJ.US,5,20240422,200500,150.02,150.06,149.95,150.0001,47557,0
JNJ.US,5,20240422,201000,150.01,150.071,149.935,150.03,71329,0
JNJ.US,5,20240422,201500,150.02,150.18,150,150.15,59977,0
JNJ.US,5,20240422,202000,150.125,150.27,150.12,150.2,82430,0
JNJ.US,5,20240422,202500,150.2,150.2,149.97,149.98,84417,0
JNJ.US,5,20240422,203000,149.98,150.11,149.94,149.965,66348,0
JNJ.US,5,20240422,203500,149.96,150.11,149.96,150,76979,0
JNJ.US,5,20240422,204000,150,150,149.84,149.91,83551,0
JNJ.US,5,20240422,204500,149.905,149.905,149.74,149.88,63479,0
JNJ.US,5,20240422,205000,149.88,149.93,149.79,149.83,65499,0
JNJ.US,5,20240422,205500,149.82,149.868,149.76,149.825,53506,0
JNJ.US,5,20240422,210000,149.82,149.83,149.49,149.5,91417,0
JNJ.US,5,20240422,210500,149.4925,149.4925,149.29,149.3,56588,0
JNJ.US,5,20240422,211000,149.3,149.33,149.11,149.185,44695,0
JNJ.US,5,20240422,211500,149.19,149.27,149.19,149.205,44077,0
JNJ.US,5,20240422,212000,149.205,149.24,148.98,149.06,80331,0
JNJ.US,5,20240422,212500,149.05,149.09,148.92,149.07,54278,0
JNJ.US,5,20240422,213000,149.06,149.08,148.81,148.82,58595,0
JNJ.US,5,20240422,213500,148.81,148.8999,148.67,148.87,56774,0
JNJ.US,5,20240422,214000,148.87,148.87,148.69,148.77,76884,0
JNJ.US,5,20240422,214500,148.76,148.955,148.74,148.95,103972,0
JNJ.US,5,20240422,215000,148.95,148.95,148.66,148.8,148835,0
JNJ.US,5,20240422,215500,148.81,149.12,148.67,149.12,1971491,0
JNJ.US,5,20240423,153000,149.86,149.99,148.99,149.27,178329,0
JNJ.US,5,20240423,153500,149.24,149.41,149.07,149.15,49224,0
JNJ.US,5,20240423,154000,149.145,149.23,148.86,148.98,49775,0
JNJ.US,5,20240423,154500,149.01,149.21,148.95,149.17,62319,0
JNJ.US,5,20240423,155000,149.19,149.29,148.78,148.79,45194,0
JNJ.US,5,20240423,155500,148.79,149,148.68,148.88,71373,0
JNJ.US,5,20240423,160000,148.855,148.97,148.71,148.955,69352,0
JNJ.US,5,20240423,160500,148.95,149.01,148.57,148.59,56494,0
JNJ.US,5,20240423,161000,148.59,148.62,148.5,148.54,65598,0
JNJ.US,5,20240423,161500,148.53,148.895,148.36,148.85,64196,0
JNJ.US,5,20240423,162000,148.85,148.92,148.48,148.49,92763,0
JNJ.US,5,20240423,162500,148.46,148.4937,148.2,148.3,116181,0
JNJ.US,5,20240423,163000,148.28,148.54,148.24,148.45,63696,0
JNJ.US,5,20240423,163500,148.45,148.7,148.45,148.695,91382,0
JNJ.US,5,20240423,164000,148.71,149,148.6804,148.99,36402,0
JNJ.US,5,20240423,164500,148.97,149.26,148.93,149.19,54186,0
JNJ.US,5,20240423,165000,149.19,149.32,149.02,149.21,37709,0
JNJ.US,5,20240423,165500,149.23,149.46,149.22,149.42,53172,0
JNJ.US,5,20240423,170000,149.43,149.445,149.1603,149.27,53296,0
JNJ.US,5,20240423,170500,149.29,149.34,149.17,149.225,50437,0
JNJ.US,5,20240423,171000,149.22,149.57,149.22,149.52,70397,0
JNJ.US,5,20240423,171500,149.52,149.6,149.36,149.59,69776,0
JNJ.US,5,20240423,172000,149.58,149.61,149.46,149.57,55559,0
JNJ.US,5,20240423,172500,149.555,149.75,149.49,149.59,43422,0
JNJ.US,5,20240423,173000,149.59,149.76,149.57,149.66,38866,0
JNJ.US,5,20240423,173500,149.65,149.82,149.51,149.81,62667,0
JNJ.US,5,20240423,174000,149.82,149.83,149.7,149.71,43002,0
JNJ.US,5,20240423,174500,149.71,149.78,149.51,149.75,34450,0
JNJ.US,5,20240423,175000,149.74,149.84,149.71,149.74,64197,0
JNJ.US,5,20240423,175500,149.74,149.88,149.63,149.865,51961,0
JNJ.US,5,20240423,180000,149.88,149.88,149.7,149.78,42635,0
JNJ.US,5,20240423,180500,149.78,149.85,149.68,149.85,30167,0
JNJ.US,5,20240423,181000,149.86,149.88,149.78,149.87,34617,0
JNJ.US,5,20240423,181500,149.88,150.08,149.8618,150.03,63419,0
JNJ.US,5,20240423,182000,150.02,150.11,149.98,150.095,33048,0
JNJ.US,5,20240423,182500,150.095,150.12,149.96,150.09,44081,0
JNJ.US,5,20240423,183000,150.09,150.21,150.07,150.16,63963,0
JNJ.US,5,20240423,183500,150.15,150.2099,150.065,150.1533,41369,0
JNJ.US,5,20240423,184000,150.18,150.37,150.18,150.35,40271,0
JNJ.US,5,20240423,184500,150.36,150.38,150.17,150.31,41085,0
JNJ.US,5,20240423,185000,150.31,150.33,150.0324,150.0324,58898,0
JNJ.US,5,20240423,185500,150.04,150.16,150,150.02,62620,0
JNJ.US,5,20240423,190000,150.01,150.18,149.93,150.11,45574,0
JNJ.US,5,20240423,190500,150.095,150.15,150.01,150.14,26546,0
JNJ.US,5,20240423,191000,150.14,150.27,149.97,149.97,45680,0
JNJ.US,5,20240423,191500,149.98,150.03,149.91,149.98,61225,0
JNJ.US,5,20240423,192000,150,150.18,149.99,150.18,34250,0
JNJ.US,5,20240423,192500,150.18,150.34,150.16,150.16,39852,0
JNJ.US,5,20240423,193000,150.165,150.18,150.12,150.15,39310,0
JNJ.US,5,20240423,193500,150.14,150.27,150.11,150.27,42957,0
JNJ.US,5,20240423,194000,150.27,150.46,150.26,150.4,39597,0
JNJ.US,5,20240423,194500,150.4,150.49,150.3,150.38,47438,0
JNJ.US,5,20240423,195000,150.38,150.41,150.19,150.4,29549,0
JNJ.US,5,20240423,195500,150.41,150.43,150.27,150.34,39890,0
JNJ.US,5,20240423,200000,150.33,150.42,150.25,150.25,37278,0
JNJ.US,5,20240423,200500,150.25,150.46,150.25,150.41,39683,0
JNJ.US,5,20240423,201000,150.41,150.46,150.09,150.1295,64477,0
JNJ.US,5,20240423,201500,150.13,150.15,150.04,150.11,51408,0
JNJ.US,5,20240423,202000,150.1,150.12,149.98,149.99,48712,0
JNJ.US,5,20240423,202500,149.99,150.15,149.98,150.12,43377,0
JNJ.US,5,20240423,203000,150.12,150.27,150.09,150.26,39769,0
JNJ.US,5,20240423,203500,150.26,150.34,150.23,150.3,83088,0
JNJ.US,5,20240423,204000,150.31,150.4,150.26,150.33,67905,0
JNJ.US,5,20240423,204500,150.32,150.34,150.1,150.14,47721,0
JNJ.US,5,20240423,205000,150.14,150.15,150.0159,150.0738,63507,0
JNJ.US,5,20240423,205500,150.08,150.15,149.95,150.04,66179,0
JNJ.US,5,20240423,210000,150.04,150.045,149.89,149.915,56274,0
JNJ.US,5,20240423,210500,149.92,149.96,149.81,149.85,40533,0
JNJ.US,5,20240423,211000,149.84,149.92,149.69,149.69,39120,0
JNJ.US,5,20240423,211500,149.68,149.79,149.65,149.75,31205,0
JNJ.US,5,20240423,212000,149.74,149.76,149.67,149.755,24978,0
JNJ.US,5,20240423,212500,149.755,149.84,149.72,149.78,29496,0
JNJ.US,5,20240423,213000,149.78,149.91,149.76,149.9,38105,0
JNJ.US,5,20240423,213500,149.895,149.91,149.77,149.785,45919,0
JNJ.US,5,20240423,214000,149.79,149.88,149.78,149.8568,55145,0
JNJ.US,5,20240423,214500,149.85,149.92,149.74,149.78,79388,0
JNJ.US,5,20240423,215000,149.79,149.855,149.71,149.77,114383,0
JNJ.US,5,20240423,215500,149.78,149.78,149.37,149.54,1690325,0
JNJ.US,5,20240424,153000,148.14,148.69,147.7,147.89,280513,0
JNJ.US,5,20240424,153500,147.95,147.98,146.97,147.165,102168,0
JNJ.US,5,20240424,154000,147.18,147.39,146.92,147.27,75732,0
JNJ.US,5,20240424,154500,147.27,147.3,146.86,147.035,107109,0
JNJ.US,5,20240424,155000,147.05,147.48,147.04,147.315,93333,0
JNJ.US,5,20240424,155500,147.33,147.67,147.32,147.45,91238,0
JNJ.US,5,20240424,160000,147.48,147.76,147.4,147.695,64520,0
JNJ.US,5,20240424,160500,147.68,147.72,147.59,147.635,64472,0
JNJ.US,5,20240424,161000,147.63,147.96,147.61,147.84,38673,0
JNJ.US,5,20240424,161500,147.84,147.93,147.73,147.84,36914,0
JNJ.US,5,20240424,162000,147.86,147.88,147.66,147.695,50714,0
JNJ.US,5,20240424,162500,147.69,147.76,147.62,147.74,46166,0
JNJ.US,5,20240424,163000,147.73,147.77,147.22,147.44,97244,0
JNJ.US,5,20240424,163500,147.44,147.5,147.305,147.5,56029,0
JNJ.US,5,20240424,164000,147.5,147.5331,147.18,147.21,56201,0
JNJ.US,5,20240424,164500,147.18,147.2,147.03,147.13,70767,0
JNJ.US,5,20240424,165000,147.13,147.18,146.9,146.9212,69448,0
JNJ.US,5,20240424,165500,146.92,147.3,146.92,147.295,48269,0
JNJ.US,5,20240424,170000,147.3,147.53,147.225,147.49,34185,0
JNJ.US,5,20240424,170500,147.49,147.52,147.38,147.43,31771,0
JNJ.US,5,20240424,171000,147.44,147.52,147.35,147.48,35897,0
JNJ.US,5,20240424,171500,147.51,147.51,147.39,147.42,43337,0
JNJ.US,5,20240424,172000,147.42,147.48,147.34,147.38,27011,0
JNJ.US,5,20240424,172500,147.37,147.5,147.34,147.35,39040,0
JNJ.US,5,20240424,173000,147.36,147.49,147.36,147.42,50776,0
JNJ.US,5,20240424,173500,147.42,147.52,147.3428,147.395,72655,0
JNJ.US,5,20240424,174000,147.385,147.635,147.37,147.59,49889,0
JNJ.US,5,20240424,174500,147.59,147.78,147.53,147.575,29517,0
JNJ.US,5,20240424,175000,147.58,147.71,147.5633,147.68,16822,0
JNJ.US,5,20240424,175500,147.68,147.86,147.65,147.83,30566,0
JNJ.US,5,20240424,180000,147.83,148.15,147.83,148.07,35835,0
JNJ.US,5,20240424,180500,148.0697,148.0697,147.9504,148.05,25089,0
JNJ.US,5,20240424,181000,148.07,148.15,148.05,148.121,29041,0
JNJ.US,5,20240424,181500,148.16,148.197,148.09,148.0902,18562,0
JNJ.US,5,20240424,182000,148.09,148.16,148.08,148.15,19332,0
JNJ.US,5,20240424,182500,148.16,148.33,148.07,148.07,66720,0
JNJ.US,5,20240424,183000,148.05,148.24,147.98,148.235,38814,0
JNJ.US,5,20240424,183500,148.23,148.24,148.06,148.06,21647,0
JNJ.US,5,20240424,184000,148.06,148.08,147.93,147.945,19865,0
JNJ.US,5,20240424,184500,147.95,147.98,147.88,147.97,17613,0
JNJ.US,5,20240424,185000,147.975,148.02,147.93,147.93,18579,0
JNJ.US,5,20240424,185500,147.93,147.99,147.88,147.88,13931,0
JNJ.US,5,20240424,190000,147.89,148.01,147.83,147.98,20692,0
JNJ.US,5,20240424,190500,147.97,148.06,147.97,147.985,17073,0
JNJ.US,5,20240424,191000,148.005,148.05,147.97,147.99,29266,0
JNJ.US,5,20240424,191500,147.98,148.01,147.95,147.9975,35177,0
JNJ.US,5,20240424,192000,147.995,148.09,147.99,148.0372,34900,0
JNJ.US,5,20240424,192500,148.03,148.2,148.03,148.2,150049,0
JNJ.US,5,20240424,193000,148.205,148.305,148.135,148.3,32558,0
JNJ.US,5,20240424,193500,148.3,148.385,148.25,148.34,32922,0
JNJ.US,5,20240424,194000,148.35,148.51,148.34,148.5,24996,0
JNJ.US,5,20240424,194500,148.49,148.6499,148.49,148.64,36331,0
JNJ.US,5,20240424,195000,148.6385,148.68,148.57,148.59,18150,0
JNJ.US,5,20240424,195500,148.5901,148.66,148.58,148.6,29642,0
JNJ.US,5,20240424,200000,148.6,148.6,148.48,148.525,33431,0
JNJ.US,5,20240424,200500,148.52,148.56,148.4307,148.53,33608,0
JNJ.US,5,20240424,201000,148.53,148.53,148.37,148.38,19922,0
JNJ.US,5,20240424,201500,148.38,148.4,148.312,148.38,26981,0
JNJ.US,5,20240424,202000,148.39,148.4399,148.33,148.39,54301,0
JNJ.US,5,20240424,202500,148.375,148.48,148.37,148.38,39360,0
JNJ.US,5,20240424,203000,148.39,148.475,148.37,148.475,37767,0
JNJ.US,5,20240424,203500,148.48,148.62,148.4401,148.62,58656,0
JNJ.US,5,20240424,204000,148.62,148.8,148.61,148.795,22471,0
JNJ.US,5,20240424,204500,148.8,148.81,148.54,148.56,53448,0
JNJ.US,5,20240424,205000,148.57,148.59,148.47,148.545,60791,0
JNJ.US,5,20240424,205500,148.55,148.58,148.41,148.4831,39645,0
JNJ.US,5,20240424,210000,148.48,148.56,148.39,148.4,74874,0
JNJ.US,5,20240424,210500,148.4,148.56,148.35,148.54,48595,0
JNJ.US,5,20240424,211000,148.53,148.55,148.43,148.485,34313,0
JNJ.US,5,20240424,211500,148.48,148.7,148.44,148.65,41948,0
JNJ.US,5,20240424,212000,148.655,148.82,148.62,148.725,70416,0
JNJ.US,5,20240424,212500,148.72,148.84,148.68,148.755,86877,0
JNJ.US,5,20240424,213000,148.755,148.91,148.7,148.82,121334,0
JNJ.US,5,20240424,213500,148.83,148.83,148.73,148.755,159797,0
JNJ.US,5,20240424,214000,148.75,148.88,148.71,148.815,191022,0
JNJ.US,5,20240424,214500,148.815,148.82,148.605,148.61,275940,0
JNJ.US,5,20240424,215000,148.605,148.99,148.605,148.68,305118,0
JNJ.US,5,20240424,215500,148.68,148.77,148.45,148.53,1841089,0
JNJ.US,5,20240425,153000,149.37,149.58,148.39,148.53,224324,0
JNJ.US,5,20240425,153500,148.49,148.49,147.825,147.94,42294,0
JNJ.US,5,20240425,154000,147.9405,148.035,147.58,147.61,56799,0
JNJ.US,5,20240425,154500,147.61,147.65,147.085,147.1,50459,0
JNJ.US,5,20240425,155000,147.12,147.39,147.09,147.31,76394,0
JNJ.US,5,20240425,155500,147.34,147.62,147.24,147.26,30865,0
JNJ.US,5,20240425,160000,147.25,147.43,147,147.02,117572,0
JNJ.US,5,20240425,160500,146.99,147.02,146.735,146.8,38941,0
JNJ.US,5,20240425,161000,146.78,146.83,146.6,146.815,57108,0
JNJ.US,5,20240425,161500,146.795,146.81,146.59,146.655,46907,0
JNJ.US,5,20240425,162000,146.64,146.84,146.58,146.59,56085,0
JNJ.US,5,20240425,162500,146.59,146.81,146.55,146.79,111816,0
JNJ.US,5,20240425,163000,146.81,146.89,146.525,146.68,40534,0
JNJ.US,5,20240425,163500,146.68,146.7593,146.37,146.435,54157,0
JNJ.US,5,20240425,164000,146.44,146.5749,146.36,146.42,45205,0
JNJ.US,5,20240425,164500,146.42,146.62,146.36,146.46,49073,0
JNJ.US,5,20240425,165000,146.47,146.74,146.43,146.685,48885,0
JNJ.US,5,20240425,165500,146.69,146.89,146.65,146.66,44407,0
JNJ.US,5,20240425,170000,146.64,146.75,146.6,146.67,60704,0
JNJ.US,5,20240425,170500,146.67,146.67,146.5,146.67,99234,0
JNJ.US,5,20240425,171000,146.65,146.67,146.46,146.66,79593,0
JNJ.US,5,20240425,171500,146.65,146.9,146.61,146.89,50482,0
JNJ.US,5,20240425,172000,146.89,146.97,146.73,146.91,69707,0
JNJ.US,5,20240425,172500,146.91,146.93,146.67,146.68,46397,0
JNJ.US,5,20240425,173000,146.68,146.82,146.66,146.68,45570,0
JNJ.US,5,20240425,173500,146.685,146.7825,146.6163,146.72,33319,0
JNJ.US,5,20240425,174000,146.72,146.75,146.63,146.65,31450,0
JNJ.US,5,20240425,174500,146.65,146.735,146.6,146.69,47239,0
JNJ.US,5,20240425,175000,146.7,146.77,146.65,146.68,32119,0
JNJ.US,5,20240425,175500,146.685,146.73,146.64,146.72,32355,0
JNJ.US,5,20240425,180000,146.71,146.71,146.58,146.68,20720,0
JNJ.US,5,20240425,180500,146.68,146.68,146.53,146.5762,44459,0
JNJ.US,5,20240425,181000,146.58,146.58,146.4,146.41,29418,0
JNJ.US,5,20240425,181500,146.41,146.47,146.373,146.39,36236,0
JNJ.US,5,20240425,182000,146.39,146.5299,146.38,146.44,31234,0
JNJ.US,5,20240425,182500,146.46,146.59,146.33,146.53,43521,0
JNJ.US,5,20240425,183000,146.52,146.58,146.43,146.58,58060,0
JNJ.US,5,20240425,183500,146.59,146.62,146.435,146.5,48645,0
JNJ.US,5,20240425,184000,146.5,146.76,146.485,146.745,37229,0
JNJ.US,5,20240425,184500,146.77,146.8,146.7175,146.76,22631,0
JNJ.US,5,20240425,185000,146.76,146.79,146.585,146.585,27512,0
JNJ.US,5,20240425,185500,146.59,146.73,146.53,146.72,34242,0
JNJ.US,5,20240425,190000,146.7133,146.74,146.55,146.72,38971,0
JNJ.US,5,20240425,190500,146.72,146.75,146.605,146.61,27765,0
JNJ.US,5,20240425,191000,146.625,146.74,146.615,146.67,30406,0
JNJ.US,5,20240425,191500,146.67,146.68,146.5083,146.54,26099,0
JNJ.US,5,20240425,192000,146.54,146.58,146.41,146.42,46803,0
JNJ.US,5,20240425,192500,146.42,146.65,146.42,146.64,24991,0
JNJ.US,5,20240425,193000,146.64,146.73,146.61,146.68,35912,0
JNJ.US,5,20240425,193500,146.68,146.95,146.66,146.95,36817,0
JNJ.US,5,20240425,194000,146.94,147.01,146.9,147.01,31751,0
JNJ.US,5,20240425,194500,147.01,147.18,146.99,147.16,35657,0
JNJ.US,5,20240425,195000,147.17,147.32,147.13,147.29,35632,0
JNJ.US,5,20240425,195500,147.3,147.39,147.24,147.32,23250,0
JNJ.US,5,20240425,200000,147.34,147.34,147.18,147.28,26291,0
JNJ.US,5,20240425,200500,147.2603,147.28,147.01,147.0175,23680,0
JNJ.US,5,20240425,201000,147.025,147.09,147.01,147.0428,21084,0
JNJ.US,5,20240425,201500,147.045,147.19,146.9741,146.9741,28929,0
JNJ.US,5,20240425,202000,146.97,147.04,146.95,146.99,23769,0
JNJ.US,5,20240425,202500,146.9806,147.04,146.89,146.91,23938,0
JNJ.US,5,20240425,203000,146.91,147,146.87,146.91,27565,0
JNJ.US,5,20240425,203500,146.92,146.98,146.85,146.97,20693,0
JNJ.US,5,20240425,204000,146.9799,147.04,146.93,146.99,24245,0
JNJ.US,5,20240425,204500,147,147.04,146.89,146.8901,19093,0
JNJ.US,5,20240425,205000,146.9,146.98,146.87,146.91,28215,0
JNJ.US,5,20240425,205500,146.9,146.94,146.86,146.91,26980,0
JNJ.US,5,20240425,210000,146.91,147.1299,146.88,147.1127,47988,0
JNJ.US,5,20240425,210500,147.13,147.17,147.05,147.11,37182,0
JNJ.US,5,20240425,211000,147.11,147.16,147.07,147.12,43013,0
JNJ.US,5,20240425,211500,147.115,147.25,147.08,147.18,47971,0
JNJ.US,5,20240425,212000,147.19,147.3,147.17,147.22,58182,0
JNJ.US,5,20240425,212500,147.2135,147.291,147.1875,147.25,37140,0
JNJ.US,5,20240425,213000,147.2482,147.2482,147.08,147.08,50650,0
JNJ.US,5,20240425,213500,147.07,147.08,147,147.05,52075,0
JNJ.US,5,20240425,214000,147.05,147.08,146.84,146.99,65661,0
JNJ.US,5,20240425,214500,146.96,147.03,146.85,146.855,122433,0
JNJ.US,5,20240425,215000,146.85,146.85,146.62,146.7,139728,0
JNJ.US,5,20240425,215500,146.7,146.885,146.68,146.82,1462195,0
JNJ.US,5,20240426,153000,146.7,146.71,146.01,146.305,185290,0
JNJ.US,5,20240426,153500,146.33,146.9,145.95,146.73,53384,0
JNJ.US,5,20240426,154000,146.7,147.175,146.69,147.175,22560,0
JNJ.US,5,20240426,154500,147.17,147.17,146.54,146.57,35187,0
JNJ.US,5,20240426,155000,146.57,147.0399,146.55,146.955,31857,0
JNJ.US,5,20240426,155500,146.93,146.93,146.65,146.75,20085,0
JNJ.US,5,20240426,160000,146.77,147.06,146.691,146.98,24212,0
JNJ.US,5,20240426,160500,146.98,147.04,146.61,146.64,37466,0
JNJ.US,5,20240426,161000,146.65,146.745,146.53,146.61,73606,0
JNJ.US,5,20240426,161500,146.58,146.6461,146.4,146.46,77961,0
JNJ.US,5,20240426,162000,146.45,146.62,146.35,146.365,31531,0
JNJ.US,5,20240426,162500,146.38,146.5,146.36,146.41,22904,0
JNJ.US,5,20240426,163000,146.3973,146.6,146.3973,146.585,23443,0
JNJ.US,5,20240426,163500,146.6,146.77,146.6,146.6105,29379,0
JNJ.US,5,20240426,164000,146.615,146.765,146.46,146.46,46403,0
JNJ.US,5,20240426,164500,146.49,146.5,146.2,146.47,32961,0
JNJ.US,5,20240426,165000,146.4477,146.51,146.33,146.36,29222,0
JNJ.US,5,20240426,165500,146.34,146.55,146.28,146.52,47651,0
JNJ.US,5,20240426,170000,146.535,146.58,146.4,146.54,20030,0
JNJ.US,5,20240426,170500,146.545,146.66,146.535,146.56,20576,0
JNJ.US,5,20240426,171000,146.58,146.63,146.5,146.63,16464,0
JNJ.US,5,20240426,171500,146.625,146.74,146.575,146.71,22793,0
JNJ.US,5,20240426,172000,146.7,146.74,146.58,146.61,21388,0
JNJ.US,5,20240426,172500,146.6,146.63,146.5515,146.5515,15721,0
JNJ.US,5,20240426,173000,146.56,146.6,146.44,146.48,25494,0
JNJ.US,5,20240426,173500,146.49,146.67,146.48,146.6662,23003,0
JNJ.US,5,20240426,174000,146.66,146.66,146.54,146.56,45837,0
JNJ.US,5,20240426,174500,146.58,146.69,146.56,146.65,39939,0
JNJ.US,5,20240426,175000,146.63,146.67,146.56,146.67,17024,0
JNJ.US,5,20240426,175500,146.66,146.72,146.61,146.622,27214,0
JNJ.US,5,20240426,180000,146.62,146.6548,146.56,146.56,23351,0
JNJ.US,5,20240426,180500,146.56,146.57,146.46,146.55,24742,0
JNJ.US,5,20240426,181000,146.555,146.61,146.51,146.55,19876,0
JNJ.US,5,20240426,181500,146.54,146.62,146.47,146.47,83709,0
JNJ.US,5,20240426,182000,146.48,146.52,146.45,146.4875,29120,0
JNJ.US,5,20240426,182500,146.48,146.5101,146.41,146.48,23055,0
JNJ.US,5,20240426,183000,146.48,146.505,146.455,146.485,20304,0
JNJ.US,5,20240426,183500,146.485,146.62,146.46,146.55,35245,0
JNJ.US,5,20240426,184000,146.53,146.56,146.44,146.44,17414,0
JNJ.US,5,20240426,184500,146.44,146.4799,146.38,146.43,31397,0
JNJ.US,5,20240426,185000,146.43,146.47,146.4,146.47,19610,0
JNJ.US,5,20240426,185500,146.46,146.52,146.36,146.38,26431,0
JNJ.US,5,20240426,190000,146.38,146.465,146.35,146.45,25760,0
JNJ.US,5,20240426,190500,146.455,146.46,146.3,146.35,26041,0
JNJ.US,5,20240426,191000,146.35,146.38,146.29,146.3404,23336,0
JNJ.US,5,20240426,191500,146.35,146.36,146.14,146.24,52004,0
JNJ.US,5,20240426,192000,146.245,146.31,146.19,146.21,28273,0
JNJ.US,5,20240426,192500,146.2005,146.27,146.185,146.2,37539,0
JNJ.US,5,20240426,193000,146.2081,146.3,146.19,146.24,34116,0
JNJ.US,5,20240426,193500,146.24,146.33,146.23,146.23,21426,0
JNJ.US,5,20240426,194000,146.225,146.23,146.1099,146.1099,42762,0
JNJ.US,5,20240426,194500,146.11,146.283,146.1001,146.283,26982,0
JNJ.US,5,20240426,195000,146.27,146.35,146.26,146.28,33225,0
JNJ.US,5,20240426,195500,146.275,146.34,146.24,146.2853,21164,0
JNJ.US,5,20240426,200000,146.29,146.37,146.265,146.36,26878,0
JNJ.US,5,20240426,200500,146.38,146.41,146.32,146.39,33416,0
JNJ.US,5,20240426,201000,146.38,146.42,146.32,146.385,30013,0
JNJ.US,5,20240426,201500,146.385,146.4,146.33,146.345,40193,0
JNJ.US,5,20240426,202000,146.34,146.38,146.21,146.26,33849,0
JNJ.US,5,20240426,202500,146.26,146.38,146.26,146.36,49776,0
JNJ.US,5,20240426,203000,146.37,146.43,146.2809,146.3375,28695,0
JNJ.US,5,20240426,203500,146.32,146.42,146.32,146.4,23295,0
JNJ.US,5,20240426,204000,146.41,146.44,146.38,146.44,46973,0
JNJ.US,5,20240426,204500,146.44,146.49,146.44,146.47,32696,0
JNJ.US,5,20240426,205000,146.46,146.4806,146.43,146.45,27015,0
JNJ.US,5,20240426,205500,146.47,146.51,146.41,146.485,23775,0
JNJ.US,5,20240426,210000,146.48,146.5,146.43,146.461,42906,0
JNJ.US,5,20240426,210500,146.48,146.5,146.43,146.43,38990,0
JNJ.US,5,20240426,211000,146.42,146.45,146.38,146.38,31381,0
JNJ.US,5,20240426,211500,146.38,146.42,146.33,146.35,24928,0
JNJ.US,5,20240426,212000,146.35,146.41,146.33,146.41,33279,0
JNJ.US,5,20240426,212500,146.4,146.46,146.39,146.45,32394,0
JNJ.US,5,20240426,213000,146.45,146.45,146.26,146.28,31186,0
JNJ.US,5,20240426,213500,146.275,146.39,146.17,146.21,42820,0
JNJ.US,5,20240426,214000,146.21,146.255,146.14,146.15,37285,0
JNJ.US,5,20240426,214500,146.1439,146.24,146.14,146.18,46687,0
JNJ.US,5,20240426,215000,146.19,146.19,146.03,146.09,101041,0
JNJ.US,5,20240426,215500,146.08,146.27,145.98,146.14,1381100,0
JNJ.US,5,20240429,153000,146.14,146.77,146.1275,146.61,110250,0
JNJ.US,5,20240429,153500,146.7,147.13,146.62,147.13,75145,0
JNJ.US,5,20240429,154000,147.15,147.22,146.94,147.09,60917,0
JNJ.US,5,20240429,154500,147.08,147.185,146.64,146.74,77767,0
